"YEAR","MONTH","DAY","DAY_OF_WEEK","AIRLINE","FLIGHT_NUMBER","TAIL_NUMBER","ORIGIN_AIRPORT","DESTINATION_AIRPORT","SCHEDULED_DEPARTURE","DEPARTURE_TIME","DEPARTURE_DELAY","TAXI_OUT","WHEELS_OFF","SCHEDULED_TIME","ELAPSED_TIME","AIR_TIME","DISTANCE","WHEELS_ON","TAXI_IN","SCHEDULED_ARRIVAL","ARRIVAL_TIME","ARRIVAL_DELAY","CANCELLATION_REASON","AIR_SYSTEM_DELAY","SECURITY_DELAY","AIRLINE_DELAY","LATE_AIRCRAFT_DELAY","WEATHER_DELAY","ARRIVAL_DELAY_OVERNIGHT_COUNT","DEPARTURE_DELAY_OVERNIGHT_COUNT","ELAPSED_TIME_OVERNIGHT_COUNT","AIR_TIME_OVERNIGHT_COUNT","TAXI_OUT_OVERNIGHT_COUNT","TAXI_IN_OVERNIGHT_COUNT","SCHEDULED_TIME_OVERNIGHT_COUNT"
"2015","12","22","2","UA",1483,"N27908","SFO","IAH",1250,1314,24,19,1333,345,354,296,1635,1829,39,1835,1908,33,"",9,0,7,17,0,0,0,0,0,0,0,0
"2015","12","22","2","WN",390,"N636WN","BWI","FLL",1250,1315,25,8,1323,155,160,144,925,1547,8,1525,1555,30,"",5,0,9,16,0,0,0,0,0,0,0,0
"2015","12","22","2","DL",1653,"N332NW","SMF","MSP",1250,1342,52,10,1352,331,310,297,1517,1849,3,1821,1852,31,"",6,0,3,22,0,0,0,0,0,0,0,0
"2015","12","22","2","UA",1815,"N832UA","IAH","SFO",1259,1410,71,33,1443,146,162,124,1635,1647,5,1525,1652,87,"",87,0,0,0,0,0,0,0,0,0,0,0
"2015","12","22","2","EV",4219,"N11164","CMH","EWR",1300,1300,0,20,1320,105,131,94,463,1454,17,1445,1511,26,"",26,0,0,0,0,0,0,0,0,0,0,0
"2015","12","22","2","AS",343,"N486AS","OAK","SEA",1315,1317,2,9,1326,114,127,108,672,1514,10,1509,1524,15,"",15,0,0,0,0,0,0,0,0,0,0,0
"2015","12","22","2","EV",2753,"N624AE","SHV","DFW",1324,1438,74,6,1444,71,57,41,190,1525,10,1435,1535,60,"",0,0,0,60,0,0,0,0,0,0,0,0
"2015","12","22","2","WN",2248,"N8621A","LAS","TUS",1330,1403,33,13,1416,135,124,107,365,1603,4,1545,1607,22,"",0,0,11,11,0,0,0,0,0,0,0,0
"2015","12","22","2","WN",1537,"N7811F","SAN","AUS",1345,1420,35,12,1432,280,272,254,1164,1846,6,1825,1852,27,"",0,0,8,19,0,0,0,0,0,0,0,0
"2015","12","22","2","AA",636,"N669AW","EWR","PHX",1345,1434,49,15,1449,209,197,179,2133,1748,3,1714,1751,37,"",0,0,37,0,0,0,0,0,0,0,0,0
"2015","12","22","2","EV",4140,"N16541","SDF","EWR",1351,1350,-1,13,1403,122,141,105,642,1548,23,1553,1611,18,"",18,0,0,0,0,0,0,0,0,0,0,0
"2015","12","22","2","OO",6264,"N986SW","SFO","FAT",1406,1502,56,16,1518,60,49,29,158,1547,4,1506,1551,45,"",0,0,0,45,0,0,0,0,0,0,0,0
"2015","12","22","2","OO",6326,"N122SY","BOI","SFO",1407,1416,9,51,1507,52,89,35,522,1542,3,1459,1545,46,"",38,0,0,8,0,0,0,0,0,0,0,0
"2015","12","22","2","AA",768,"N291AY","MCO","PHL",1415,1413,-2,47,1500,138,177,127,861,1707,3,1633,1710,37,"",37,0,0,0,0,0,0,0,0,0,0,0
"2015","12","22","2","OO",5166,"N706SK","IAH","DFW",1438,1519,41,19,1538,75,67,42,224,1620,6,1553,1626,33,"",0,0,0,33,0,0,0,0,0,0,0,0
"2015","12","22","2","AA",521,"N545UW","DEN","PHX",1440,1513,33,13,1526,113,103,87,602,1653,3,1633,1656,23,"",0,0,23,0,0,0,0,0,0,0,0,0
"2015","12","22","2","VX",715,"N522VA","DAL","SFO",1450,1526,36,16,1542,120,129,107,1476,1729,6,1650,1735,45,"",45,0,0,0,0,0,0,0,0,0,0,0
"2015","12","22","2","UA",1860,"N453UA","IAH","DEN",1452,1534,42,15,1549,96,77,54,862,1643,8,1628,1651,23,"",0,0,23,0,0,0,0,0,0,0,0,0
"2015","12","22","2","DL",555,"N936DN","TPA","ATL",1459,1613,74,10,1623,93,81,62,406,1725,9,1632,1734,62,"",0,0,3,59,0,0,0,0,0,0,0,0
"2015","12","22","2","OO",2997,"N869AS","GJT","PHX",1520,1552,32,12,1604,96,92,73,438,1717,7,1656,1724,28,"",0,0,0,28,0,0,0,0,0,0,0,0
"2015","12","22","2","UA",1255,"N47414","SAN","IAH",1521,1750,149,16,1806,303,296,270,1303,2236,10,2024,2246,142,"",0,0,12,130,0,0,0,0,0,0,0,0
"2015","12","22","2","AA",549,"N953UW","PHL","RDU",1550,1754,124,12,1806,87,77,59,337,1905,6,1717,1911,114,"",0,0,17,97,0,0,0,0,0,0,0,0
"2015","12","22","2","WN",39,"N525SW","DAL","HOU",1600,1617,17,11,1628,65,63,44,239,1712,8,1705,1720,15,"",0,0,0,15,0,0,0,0,0,0,0,0
"2015","12","22","2","DL",2250,"N302NB","LGA","FLL",1604,1603,-1,20,1623,146,190,161,1076,1904,9,1830,1913,43,"",43,0,0,0,0,0,0,0,0,0,0,0
"2015","12","22","2","EV",2783,"N677AE","ACT","DFW",1617,1733,76,6,1739,49,38,27,89,1806,5,1706,1811,65,"",0,0,0,65,0,0,0,0,0,0,0,0
"2015","12","22","2","UA",321,"N17139","IAH","IAD",1618,1822,124,9,1831,238,203,188,1190,2139,6,2016,2145,89,"",0,0,10,79,0,0,0,0,0,0,0,0
"2015","12","22","2","B6",1141,"N552JB","BDL","PBI",1630,1706,36,12,1718,187,183,166,1133,2004,5,1937,2009,32,"",0,0,32,0,0,0,0,0,0,0,0,0
"2015","12","22","2","WN",1144,"N963WN","OAK","LAX",1640,1716,36,9,1725,70,71,48,337,1813,14,1750,1827,37,"",1,0,23,13,0,0,0,0,0,0,0,0
"2015","12","22","2","EV",2784,"N624AE","GRK","DFW",1641,1749,68,23,1812,62,58,30,134,1842,5,1743,1847,64,"",0,0,0,64,0,0,0,0,0,0,0,0
"2015","12","22","2","AS",559,"N592AS","LAX","PDX",1650,1652,2,15,1707,145,162,143,834,1930,4,1915,1934,19,"",19,0,0,0,0,0,0,0,0,0,0,0
"2015","12","22","2","AA",2352,"N3KHAA","SFO","DFW",1700,1713,13,13,1726,321,326,297,1464,2223,16,2221,2239,18,"",5,0,6,7,0,0,0,0,0,0,0,0
"2015","12","22","2","WN",1198,"N670SW","ONT","LAS",1705,1722,17,9,1731,55,64,47,197,1818,8,1800,1826,26,"",9,0,9,8,0,0,0,0,0,0,0,0
"2015","12","22","2","OO",4838,"N446SW","BIS","MSP",1709,1710,1,35,1745,90,105,65,386,1850,5,1839,1855,16,"",15,0,0,1,0,0,0,0,0,0,0,0
"2015","12","22","2","UA",1980,"N16234","MCO","EWR",1714,1740,26,27,1807,166,160,119,937,2006,14,2000,2020,20,"",20,0,0,0,0,0,0,0,0,0,0,0
"2015","12","22","2","UA",772,"N496UA","MSP","IAH",1717,1843,86,15,1858,187,184,153,1034,2131,16,2024,2147,83,"",5,0,0,78,0,0,0,0,0,0,0,0
"2015","12","22","2","WN",1136,"N7737E","MDW","BNA",1740,1807,27,10,1817,85,77,60,395,1917,7,1905,1924,19,"",0,0,8,11,0,0,0,0,0,0,0,0
"2015","12","22","2","AA",703,"N557UW","CLT","BWI",1740,1804,24,44,1848,81,105,54,361,1942,7,1901,1949,48,"",24,0,0,24,0,0,0,0,0,0,0,0
"2015","12","22","2","EV",2796,"N901EV","DFW","HOU",1745,1857,72,18,1915,70,66,45,247,2000,3,1855,2003,68,"",0,0,68,0,0,0,0,0,0,0,0,0
"2015","12","22","2","AA",1788,"N926UW","IAH","CLT",1750,1851,61,16,1907,201,208,184,912,2211,8,2111,2219,68,"",7,0,61,0,0,0,0,0,0,0,0,0
"2015","12","22","2","WN",422,"N7703A","LAS","DEN",1755,1828,33,13,1841,170,171,138,628,2059,20,2045,2119,34,"",1,0,6,27,0,0,0,0,0,0,0,0
"2015","12","22","2","EV",5224,"N872AS","ATL","CAE",1825,1952,87,21,2013,58,63,37,192,2050,5,1923,2055,92,"",5,0,76,11,0,0,0,0,0,0,0,0
"2015","12","22","2","B6",1006,"N712JB","LGB","SEA",1825,1933,68,9,1942,162,194,173,965,2235,12,2107,2247,100,"",32,0,18,50,0,0,0,0,0,0,0,0
"2015","12","22","2","NK",619,"N530NK","FLL","IAH",1830,1840,10,32,1912,111,141,102,966,2054,7,2021,2101,40,"",30,0,0,10,0,0,0,0,0,0,0,0
"2015","12","22","2","WN",510,"N217JC","MCI","ATL",1845,1916,31,18,1934,170,183,152,692,2206,13,2135,2219,44,"",13,0,10,21,0,0,0,0,0,0,0,0
"2015","12","22","2","WN",467,"N786SW","BWI","BDL",1845,1907,22,10,1917,70,65,51,283,2008,4,1955,2012,17,"",0,0,5,12,0,0,0,0,0,0,0,0
"2015","12","22","2","UA",1105,"N14219","MIA","IAH",1851,1907,16,20,1927,117,135,102,964,2109,13,2048,2122,34,"",18,0,16,0,0,0,0,0,0,0,0,0
"2015","12","22","2","OO",4733,"N548CA","SJC","SEA",1900,1857,-3,16,1913,135,155,133,697,2126,6,2115,2132,17,"",17,0,0,0,0,0,0,0,0,0,0,0
"2015","12","22","2","OO",5434,"N954SW","MKG","ORD",1907,2145,158,15,2200,3,1431,1409,118,2129,7,1910,2136,146,"",0,0,0,146,0,0,0,1,1,0,0,0
"2015","12","22","2","OO",4618,"N8982A","MSP","SBN",1923,1947,24,33,2020,166,161,119,411,2219,9,2209,2228,19,"",0,0,10,9,0,0,0,0,0,0,0,0
"2015","12","22","2","EV",5127,"N759EV","MSP","STL",1940,2011,31,16,2027,99,83,63,448,2130,4,2119,2134,15,"",0,0,15,0,0,0,0,0,0,0,0,0
"2015","12","22","2","OO",4683,"N617QX","STL","MSP",1941,2153,132,18,2211,94,86,65,448,2316,3,2115,2319,124,"",0,0,0,124,0,0,0,0,0,0,0,0
"2015","12","22","2","VX",969,"N284VA","SAN","SFO",2020,2212,112,12,2224,95,89,75,447,2339,2,2155,2341,106,"",9,0,0,97,0,0,0,0,0,0,0,0
"2015","12","22","2","AA",241,"N3GBAA","ORD","SFO",2032,2132,60,31,2203,167,182,147,1846,30,4,2319,34,75,"",75,0,0,0,0,1,0,1,1,0,0,0
"2015","12","22","2","B6",1205,"N708JB","JFK","PDX",2041,2131,50,27,2158,198,188,157,2454,35,4,2359,39,40,"",0,0,40,0,0,1,0,1,1,0,0,0
"2015","12","22","2","OO",5478,"N920SW","DEN","LAR",2058,56,238,37,133,53,70,24,113,157,9,2151,206,255,"",17,0,238,0,0,1,1,0,0,0,0,0
"2015","12","22","2","NK",215,"N505NK","PHL","DFW",2100,2345,165,15,2400,166,150,129,1303,209,6,2346,215,149,"",149,0,0,0,0,1,0,1,0,1,0,0
"2015","12","22","2","B6",775,"N346JB","JFK","MSY",2100,2130,30,17,2147,148,139,118,1182,2345,4,2328,2349,21,"",0,0,9,12,0,0,0,0,0,0,0,0
"2015","12","22","2","F9",746,"N923FR","PHX","DEN",2110,2123,13,36,2159,109,131,84,602,2323,11,2259,2334,35,"",24,0,0,11,0,0,0,0,0,0,0,0
"2015","12","22","2","WN",1097,"N435WN","ONT","OAK",2110,2246,96,6,2252,75,72,60,362,2352,6,2225,2358,93,"",0,0,0,93,0,0,0,0,0,0,0,0
"2015","12","22","2","WN",895,"N602SW","STL","MKE",2120,2313,113,10,2323,70,64,48,317,11,6,2230,17,107,"",0,0,0,107,0,1,0,1,1,0,0,0
"2015","12","22","2","B6",706,"N526JB","FLL","EWR",2130,2208,38,11,2219,164,164,138,1065,37,15,14,52,38,"",38,0,0,0,0,0,0,1,1,0,0,1
"2015","12","22","2","AA",2427,"N3EYAA","DFW","ONT",2155,2221,26,12,2233,73,66,49,1188,2322,5,2308,2327,19,"",0,0,0,19,0,0,0,0,0,0,0,0
"2015","12","22","2","AA",1042,"N866AA","SAN","MIA",2210,2225,15,35,2300,457,473,431,2267,611,7,547,618,31,"",16,0,15,0,0,0,0,1,1,0,0,1
"2015","12","22","2","WN",1657,"N8640D","BWI","MHT",2215,2236,21,15,2251,75,76,56,377,2347,5,2330,2352,22,"",1,0,0,21,0,0,0,0,0,0,0,0
"2015","12","22","2","AA",898,"N538UW","SFO","CLT",2225,2244,19,39,2323,467,490,447,2296,650,4,612,654,42,"",23,0,0,19,0,0,0,1,1,0,0,1
"2015","12","22","2","B6",688,"N794JB","LAX","BOS",2359,25,26,28,53,500,505,465,2611,838,12,819,850,31,"",5,0,0,26,0,0,1,0,0,0,0,1
"2015","12","23","3","MQ",3180,"N543MQ","MSN","ORD",515,628,73,7,635,64,54,28,108,703,19,619,722,63,"",0,0,63,0,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",1732,"N832AW","ORF","CLT",515,651,96,13,704,76,85,68,290,812,4,631,816,105,"",9,0,96,0,0,0,0,0,0,0,0,0
"2015","12","23","3","EV",4952,"N166PQ","BHM","ATL",530,525,-5,55,620,116,151,91,134,751,5,726,756,30,"",30,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","UA",1820,"N813UA","PHL","IAH",530,628,58,22,650,172,165,138,1325,908,5,822,913,51,"",0,0,51,0,0,0,0,0,0,0,0,0
"2015","12","23","3","OO",4546,"N875AS","RAP","SLC",550,548,-2,41,629,128,152,103,508,812,8,758,820,22,"",22,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","EV",5075,"N176PQ","HPN","ATL",600,617,17,34,651,147,181,128,780,859,19,827,918,51,"",34,0,17,0,0,0,0,0,0,0,0,0
"2015","12","23","3","UA",630,"N68821","BOS","ORD",743,750,7,14,804,121,129,88,867,932,27,944,959,15,"",15,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",1728,"N912UY","PHL","MCO",755,805,10,26,831,168,173,139,861,1050,8,1043,1058,15,"",5,0,10,0,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",240,"N3LCAA","LAX","DCA",800,800,0,16,816,477,498,478,2311,1614,4,1557,1618,21,"",21,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","B6",434,"N510JB","SFO","BOS",800,830,30,11,841,509,521,505,2704,1706,5,1629,1711,42,"",12,0,30,0,0,0,0,0,0,0,0,0
"2015","12","23","3","UA",446,"N21723","CLT","IAH",826,947,81,20,1007,129,100,75,912,1122,5,1035,1127,52,"",0,0,52,0,0,0,0,0,0,0,0,0
"2015","12","23","3","OO",5769,"N932SW","LIT","DEN",856,1045,109,19,1104,94,98,72,771,1216,7,1030,1223,113,"",4,0,109,0,0,0,0,0,0,0,0,0
"2015","12","23","3","UA",910,"N851UA","ORD","LGA",900,1116,136,41,1157,188,200,154,733,1431,5,1208,1436,148,"",148,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",2160,"N948UW","BOS","DCA",900,1005,65,20,1025,100,99,75,399,1140,4,1040,1144,64,"",0,0,64,0,0,0,0,0,0,0,0,0
"2015","12","23","3","UA",769,"N217UA","ORD","SFO",905,918,13,31,949,157,171,116,1846,1145,24,1142,1209,27,"",14,0,13,0,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",206,"N5EWAA","DFW","MIA",910,909,-1,73,1022,226,283,202,1121,1344,8,1256,1352,56,"",56,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","AS",36,"N471AS","SEA","MSP",935,947,12,37,1024,310,335,293,1399,1517,5,1445,1522,37,"",25,0,0,12,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",1917,"N974UY","PHL","LAX",940,1023,43,35,1058,194,205,160,2402,1338,10,1254,1348,54,"",11,0,42,1,0,0,0,0,0,0,0,0
"2015","12","23","3","AS",764,"N531AS","PDX","DCA",945,959,14,22,1021,469,515,486,2350,1827,7,1734,1834,60,"",46,0,0,14,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",1129,"N5EXAA","MIA","ORD",953,1025,32,22,1047,156,149,109,1197,1236,18,1229,1254,25,"",0,0,25,0,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",689,"N910AW","SMF","PHX",959,1037,38,13,1050,164,154,137,647,1307,4,1243,1311,28,"",0,0,0,28,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",1697,"N959UW","PHL","RSW",1000,1018,18,38,1056,190,196,155,993,1331,3,1310,1334,24,"",6,0,0,18,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",2100,"N938UW","DFW","PHX",1017,1014,-3,30,1044,98,116,81,868,1205,5,1155,1210,15,"",15,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",893,"N820AW","PBI","CLT",1021,1019,-2,9,1028,114,134,95,590,1203,30,1215,1233,18,"",18,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","OO",6354,"N130SY","ORD","CLT",1022,1022,0,43,1105,177,212,158,599,1343,11,1319,1354,35,"",35,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","EV",3256,"N17560","ROC","ORD",1025,1050,25,22,1112,63,69,35,528,1147,12,1128,1159,31,"",6,0,3,22,0,0,0,0,0,0,0,0
"2015","12","23","3","EV",6011,"N12563","GRB","ORD",1035,1145,70,5,1150,64,82,64,173,1254,13,1139,1307,88,"",42,0,18,28,0,0,0,0,0,0,0,0
"2015","12","23","3","EV",4730,"N11544","ORD","DAY",1040,1118,38,33,1151,134,143,105,240,1336,5,1254,1341,47,"",9,0,9,8,21,0,0,0,0,0,0,0
"2015","12","23","3","WN",107,"N433LV","MCO","PHL",1055,1212,77,7,1219,140,128,115,861,1414,6,1315,1420,65,"",0,0,0,65,0,0,0,0,0,0,0,0
"2015","12","23","3","WN",715,"N707SA","BDL","MDW",1110,1110,0,6,1116,90,125,94,777,1250,25,1240,1315,35,"",35,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",1162,"N3FWAA","LGA","DFW",1130,1257,87,18,1315,193,185,148,1389,1543,19,1443,1602,79,"",0,0,0,77,2,0,0,0,0,0,0,0
"2015","12","23","3","OO",5586,"N705SK","DTW","IAH",1138,1138,0,24,1202,131,158,129,1075,1411,5,1349,1416,27,"",27,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",2136,"N945UW","BOS","LGA",1200,1335,95,29,1404,76,86,52,184,1456,5,1316,1501,105,"",105,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","DL",1096,"N985AT","DTW","MSP",1205,1325,80,12,1337,55,34,19,528,1356,3,1300,1359,59,"",0,0,58,1,0,0,0,0,0,0,0,0
"2015","12","23","3","WN",1155,"N236WN","OAK","CMH",1210,1341,91,14,1355,445,437,417,2110,2052,6,1935,2058,83,"",0,0,78,5,0,0,0,0,0,0,0,0
"2015","12","23","3","EV",4628,"N17138","EWR","STL",1213,1213,0,93,1346,115,196,97,872,1523,6,1408,1529,81,"",81,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",742,"N977UY","ORD","PHL",1215,1219,4,36,1255,185,207,164,678,1539,7,1520,1546,26,"",26,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","OO",6221,"N732SK","ORD","ASE",1229,1227,-2,40,1307,118,142,98,1013,1445,4,1427,1449,22,"",22,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","EV",4736,"N13914","EWR","BTV",1239,1349,70,19,1408,75,70,47,266,1455,4,1354,1459,65,"",0,0,0,56,9,0,0,0,0,0,0,0
"2015","12","23","3","UA",771,"N76508","DFW","EWR",1239,1551,192,12,1603,259,258,238,1372,2001,8,1658,2009,191,"",191,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","WN",4410,"N8637A","OAK","BWI",1245,1318,33,6,1324,475,466,455,2447,2059,5,2040,2104,24,"",0,0,0,24,0,0,0,0,0,0,0,0
"2015","12","23","3","B6",653,"N590JB","JFK","PBI",1259,1319,20,21,1340,181,181,155,1028,1615,5,1600,1620,20,"",0,0,20,0,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",1950,"N714US","CLT","DCA",1300,1333,33,21,1354,78,95,71,331,1505,3,1418,1508,50,"",17,0,12,21,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",1973,"N814AW","CLT","IND",1310,1334,24,17,1351,100,98,77,427,1508,4,1450,1512,22,"",0,0,5,17,0,0,0,0,0,0,0,0
"2015","12","23","3","EV",2822,"N904EV","DFW","CHA",1312,1344,32,19,1403,172,173,149,695,1632,5,1604,1637,33,"",1,0,7,25,0,0,0,0,0,0,0,0
"2015","12","23","3","B6",1171,"N569JB","LGA","FLL",1329,1503,94,22,1525,187,205,156,1076,1801,27,1636,1828,112,"",18,0,56,38,0,0,0,0,0,0,0,0
"2015","12","23","3","DL",2169,"N585NW","MCO","ATL",1330,1355,25,19,1414,95,101,66,404,1520,16,1505,1536,31,"",6,0,0,25,0,0,0,0,0,0,0,0
"2015","12","23","3","OO",5364,"N912SW","MKE","ORD",1339,1652,193,11,1703,53,51,29,67,1732,11,1432,1743,191,"",191,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","DL",1219,"N536US","ATL","LAX",1340,1353,13,14,1407,130,145,108,1947,1555,23,1550,1618,28,"",15,0,13,0,0,0,0,0,0,0,0,0
"2015","12","23","3","DL",2101,"N935AT","LGA","RSW",1345,1805,260,24,1829,210,186,157,1080,2106,5,1715,2111,236,"",0,0,139,97,0,0,0,0,0,0,0,0
"2015","12","23","3","OO",5516,"N963SW","LAS","LAX",1353,1352,-1,57,1449,79,118,49,236,1538,12,1512,1550,38,"",38,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","DL",2766,"N922AT","LAX","SFO",1400,1421,21,29,1450,83,91,59,337,1549,3,1523,1552,29,"",8,0,1,20,0,0,0,0,0,0,0,0
"2015","12","23","3","EV",4743,"N16546","ORD","GSP",1400,1429,29,20,1449,167,181,157,577,1726,4,1647,1730,43,"",14,0,0,29,0,0,0,0,0,0,0,0
"2015","12","23","3","WN",4439,"N737JW","SEA","DAL",1405,1709,184,20,1729,340,339,310,1670,2239,9,1945,2248,183,"",0,0,135,48,0,0,0,0,0,0,0,0
"2015","12","23","3","B6",366,"N828JB","LGB","SMF",1410,1500,50,9,1509,83,80,67,387,1616,4,1533,1620,47,"",0,0,16,31,0,0,0,0,0,0,0,0
"2015","12","23","3","DL",1923,"N942AT","LGA","MIA",1420,1753,213,34,1827,204,190,153,1096,2100,3,1744,2103,199,"",0,0,15,184,0,0,0,0,0,0,0,0
"2015","12","23","3","EV",5214,"N608QX","BDL","MSP",1428,1844,256,14,1858,131,107,90,1050,2028,3,1639,2031,232,"",0,0,0,232,0,0,0,0,0,0,0,0
"2015","12","23","3","WN",1697,"N356SW","STL","DEN",1430,1515,45,8,1523,85,75,59,770,1622,8,1555,1630,35,"",0,0,7,28,0,0,0,0,0,0,0,0
"2015","12","23","3","WN",1824,"N782SA","OAK","LAX",1435,1533,58,6,1539,75,67,55,337,1634,6,1550,1640,50,"",13,0,0,37,0,0,0,0,0,0,0,0
"2015","12","23","3","NK",569,"N525NK","DTW","ATL",1440,1550,70,15,1605,120,132,104,594,1749,13,1640,1802,82,"",12,0,5,65,0,0,0,0,0,0,0,0
"2015","12","23","3","WN",382,"N706SW","ELP","LAS",1445,1600,75,10,1610,50,49,35,583,1645,4,1535,1649,74,"",0,0,1,73,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",1938,"N819AW","CLT","DCA",1450,1747,177,14,1801,82,87,68,331,1909,5,1612,1914,182,"",5,0,0,177,0,0,0,0,0,0,0,0
"2015","12","23","3","DL",392,"N905DE","ATL","ORD",1459,1516,17,24,1540,66,64,31,606,1611,9,1605,1620,15,"",0,0,9,6,0,0,0,0,0,0,0,0
"2015","12","23","3","WN",2855,"N767SW","SMF","SNA",1500,1558,58,8,1606,85,76,64,404,1710,4,1625,1714,49,"",2,0,0,47,0,0,0,0,0,0,0,0
"2015","12","23","3","OO",4773,"N427SW","SLC","PSC",1515,1527,12,53,1620,50,77,20,521,1640,4,1605,1644,39,"",27,0,0,12,0,0,0,0,0,0,0,0
"2015","12","23","3","WN",2013,"N7732A","LAX","RNO",1515,1607,52,7,1614,80,73,62,391,1716,4,1635,1720,45,"",0,0,2,43,0,0,0,0,0,0,0,0
"2015","12","23","3","OO",6229,"N941SW","DEN","MTJ",1517,1623,66,14,1637,61,53,36,196,1713,3,1618,1716,58,"",0,0,0,58,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",275,"N3MWAA","EWR","DFW",1517,1526,9,29,1555,193,214,172,1372,1847,13,1830,1900,30,"",21,0,0,7,2,0,0,0,0,0,0,0
"2015","12","23","3","UA",1255,"N75410","SAN","IAH",1521,1653,92,14,1707,303,290,270,1303,2137,6,2024,2143,79,"",0,0,79,0,0,0,0,0,0,0,0,0
"2015","12","23","3","MQ",3084,"N631MQ","DSM","ORD",1525,1609,44,14,1623,87,88,58,299,1721,16,1652,1737,45,"",1,0,0,44,0,0,0,0,0,0,0,0
"2015","12","23","3","UA",607,"N423UA","EWR","ATL",1526,1556,30,24,1620,159,190,127,746,1827,39,1805,1906,61,"",31,0,0,20,10,0,0,0,0,0,0,0
"2015","12","23","3","WN",410,"N340LV","SFO","DEN",1545,1640,55,13,1653,210,202,173,967,1946,16,1915,2002,47,"",0,0,21,26,0,0,0,0,0,0,0,0
"2015","12","23","3","OO",5727,"N121SY","DFW","ORD",1601,1636,35,16,1652,142,147,103,802,1835,28,1823,1903,40,"",5,0,0,35,0,0,0,0,0,0,0,0
"2015","12","23","3","NK",174,"N659NK","FLL","LGA",1606,1648,42,11,1659,174,180,159,1076,1938,10,1900,1948,48,"",48,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",1835,"N955UW","PHL","BOS",1615,1648,33,25,1713,82,81,48,280,1801,8,1737,1809,32,"",0,0,0,32,0,0,0,0,0,0,0,0
"2015","12","23","3","OO",3033,"N464SW","TUS","PHX",1620,1642,22,25,1707,50,59,25,110,1732,9,1710,1741,31,"",9,0,12,10,0,0,0,0,0,0,0,0
"2015","12","23","3","EV",5527,"N919EV","BQK","ATL",1625,1922,177,17,1939,67,80,51,238,2030,12,1732,2042,190,"",13,0,113,64,0,0,0,0,0,0,0,0
"2015","12","23","3","UA",1696,"N427UA","EWR","SEA",1635,1742,67,21,1803,201,159,131,2402,2014,7,1956,2021,25,"",0,0,25,0,0,0,0,0,0,0,0,0
"2015","12","23","3","NK",731,"N524NK","ORD","LAX",1640,1706,26,12,1718,151,143,121,1744,1919,10,1911,1929,18,"",0,0,18,0,0,0,0,0,0,0,0,0
"2015","12","23","3","F9",1056,"N953FR","DFW","CVG",1645,1653,8,13,1706,195,246,208,812,2034,25,2000,2059,59,"",51,0,0,8,0,0,0,0,0,0,0,0
"2015","12","23","3","DL",2004,"N326US","LAX","SLC",1655,1730,35,13,1743,175,157,137,590,2000,7,1950,2007,17,"",0,0,7,10,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",1761,"N756US","DCA","TPA",1700,2106,246,36,2142,150,163,124,814,2346,3,1930,2349,259,"",13,0,0,230,16,0,0,0,0,0,0,0
"2015","12","23","3","B6",983,"N634JB","JFK","MCO",1703,1834,91,40,1914,181,187,144,944,2138,3,2004,2141,97,"",6,0,24,67,0,0,0,0,0,0,0,0
"2015","12","23","3","AA",1067,"N424AA","DFW","SJC",1710,1708,-2,24,1732,111,132,106,1438,1918,2,1901,1920,19,"",19,0,0,0,0,0,0,0,0,0,0,0
"2015","12","23","3","DL",522,"N341NW","SLC","CLT",1717,1855,98,12,1907,351,335,314,1727,21,9,2308,30,82,"",0,0,82,0,0,1,0,1,1,0,0,0
